,sdg 1,sdg 2,sdg 3,sdg 4,sdg 5,sdg 6,sdg 7,sdg 8,sdg 9,sdg 10,sdg 11,sdg 12,sdg 13,sdg 14,sdg 15,sdg 16,sdg 17,risk tag,P1,N1,P2,N2,P3,N3,P1_adjusted,N1_adjusted,P2_adjusted,N2_adjusted,P3_adjusted,N3_adjusted
user87,0.0,0.0,1.0,0.0,0.75,0.25,0.75,0.0,1.0,0.75,0.5,0.25,1.0,0.25,0.5,0.25,0.25,1.0,SK텔레콤,HD현대중공업,한화생명,HL홀딩스,삼성생명,미스토홀딩스,한화생명,현대오토에버,삼성생명,애경케미칼,한국금융지주,애경산업
user88,0.5,0.0,0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.25,0.5,0.0,0.25,0.5,0.5,0.0,한일단조,애경산업,미래에셋증권,현대엘리베이터,한화,HD현대중공업,한일단조,애경산업,두산퓨얼셀,현대엘리베이터,한화솔루션,롯데렌탈
user89,0.5,0.75,0.5,1.0,0.5,0.25,0.25,0.25,0.5,0.25,1.0,0.5,1.0,0.75,0.25,0.25,0.75,1.0,삼성증권,SK스퀘어,삼성생명,엘앤에프,SK텔레콤,두산퓨얼셀,삼성생명,OCI 홀딩스,삼성화재,콜마홀딩스,KB금융,두산
user90,0.25,0.25,1.0,0.5,0.0,0.5,0.5,1.0,0.75,0.0,0.0,0.75,0.0,0.25,0.0,0.0,1.0,2.0,대한항공,한화손해보험,삼성증권,HD현대중공업,한독,SK스퀘어,대한항공,한화손해보험,기업은행,카카오페이,한독,SK스퀘어
user91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.75,0.5,0.25,0.0,0.5,0.25,0.5,0.75,0.0,카카오페이,애경산업,상상인증권,현대엘리베이터,넷마블,미스토홀딩스,신세계 I&C,애경산업,LS ELCTRIC,현대엘리베이터,현대로템,하이트진로
user92,1.0,0.5,0.0,0.25,1.0,0.5,0.75,0.5,0.0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,1.0,2.0,삼성증권,HD현대중공업,NH투자증권,카카오,GS리테일,SK스퀘어,KB금융,애경케미칼,LG디스플레이,OCI 홀딩스,JB금융지주,카카오
user93,0.5,0.5,1.0,0.75,1.0,1.0,0.0,0.25,0.75,1.0,0.0,0.25,0.5,0.75,0.0,0.75,0.25,2.0,삼성증권,두산퓨얼셀,NH투자증권,엘앤에프,아시아나항공,SK디앤디,S-OIL,두산퓨얼셀,영원무역,OCI 홀딩스,대웅제약,카카오페이
user94,0.25,0.5,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.25,0.25,0.0,0.75,0.0,0.75,0.75,0.0,상상인증권,애경산업,현대오토에버,현대엘리베이터,기업은행,SK디앤디,상상인증권,애경산업,한온시스템,현대엘리베이터,SKC,한일시멘트
user95,1.0,0.75,0.25,0.75,1.0,0.25,0.0,1.0,0.0,0.5,0.25,0.0,0.75,0.0,0.75,0.75,0.0,2.0,삼성증권,HD현대중공업,메리츠금융지주,DS단석,우리금융지주,두산퓨얼셀,롯데하이마트,OCI 홀딩스,KB금융,DS단석,롯데이노베이트,한진칼
user96,0.0,0.75,0.5,0.0,1.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.25,0.0,0.5,1.0,2.0,삼성증권,HD현대중공업,대한항공,한화솔루션,현대엘리베이터,OCI 홀딩스,LG전자,OCI 홀딩스,대한항공,애경케미칼,한국금융지주,두산
user97,0.0,1.0,0.5,0.5,0.0,0.75,0.0,0.25,0.75,0.0,0.5,0.5,0.0,0.25,0.25,0.75,1.0,0.0,다올투자증권,애경산업,상상인증권,현대엘리베이터,롯데이노베이트,한화손해보험,HDC현대산업개발,애경산업,HD현대건설기계,현대엘리베이터,한진칼,한일시멘트
user98,1.0,0.0,0.0,0.0,0.5,0.0,0.25,1.0,1.0,1.0,0.25,0.75,0.75,0.0,0.5,0.5,0.25,1.0,삼성증권,HD현대중공업,SK텔레콤,애경케미칼,우리금융지주,SKC,한전KPS,애경케미칼,KCC,OCI 홀딩스,KB금융,애경산업
user99,0.75,0.75,0.5,0.75,0.75,0.5,0.25,0.75,0.75,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,2.0,삼성증권,한세실업,NH투자증권,HD현대중공업,아시아나항공,HL홀딩스,롯데웰푸드,카카오페이,S-OIL,두산퓨얼셀,KB금융,신세계 I&C
user100,0.75,0.25,0.5,0.5,0.5,1.0,0.0,0.75,1.0,0.75,0.25,0.0,0.75,0.5,0.0,0.25,1.0,2.0,삼성증권,두산퓨얼셀,대한항공,엘앤에프,현대엘리베이터,두산,KB금융,OCI 홀딩스,대한항공,두산,롯데웰푸드,두산퓨얼셀
user101,0.25,0.0,0.75,0.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,1.0,0.75,0.75,1.0,0.75,0.0,한화,애경산업,지역난방공사,현대엘리베이터,한국가스공사,미스토홀딩스,지역난방공사,애경산업,한화,현대엘리베이터,한국가스공사,하나투어
user102,0.25,0.5,0.5,0.0,0.75,0.75,0.75,0.5,0.75,1.0,0.5,0.5,0.0,0.75,1.0,0.75,1.0,1.0,우리금융지주,애경산업,하나금융지주,현대엘리베이터,KB금융,HD현대중공업,현대위아,애경산업,한전KPS,현대엘리베이터,롯데이노베이트,SK디앤디
user103,1.0,0.75,0.5,0.0,0.0,0.25,0.5,0.75,0.5,0.0,0.25,1.0,1.0,0.25,1.0,0.75,1.0,2.0,SK텔레콤,HD현대중공업,우리금융지주,한화손해보험,대한항공,카카오페이,이마트,애경케미칼,코오롱인더,카카오페이,동원산업,OCI 홀딩스
user104,1.0,0.75,0.25,0.75,0.25,0.25,0.75,0.5,0.5,0.25,0.5,0.0,0.75,0.5,1.0,0.5,0.5,2.0,NH투자증권,HD현대중공업,우리금융지주,엘앤에프,BNK금융,미스토홀딩스,이마트,SK바이오팜,KB금융,애경케미칼,BGF리테일,신세계 I&C
user105,0.0,0.0,0.25,0.25,0.25,0.25,0.75,0.0,0.25,0.0,0.25,0.75,0.0,0.25,0.0,1.0,0.75,0.0,한세실업,애경산업,HDC현대산업개발,현대엘리베이터,LX세미콘,HD현대중공업,HDC현대산업개발,애경산업,두산퓨얼셀,현대엘리베이터,두산,하이트진로
user106,0.25,0.0,0.0,0.5,0.75,0.5,1.0,0.25,0.25,0.5,0.25,1.0,0.0,0.5,0.5,0.0,0.5,1.0,롯데웰푸드,HD현대중공업,아시아나항공,SK스퀘어,GS리테일,카카오,삼성에스디에스,애경산업,HL만도,현대엘리베이터,코오롱글로벌,카카오
user107,0.5,0.25,0.0,0.0,0.0,0.5,0.0,1.0,0.25,0.75,0.75,0.5,1.0,0.0,0.25,0.25,0.0,2.0,애경산업,HD현대중공업,현대엘리베이터,한화손해보험,삼성증권,한미글로벌,SK텔레콤,애경케미칼,GS리테일,OCI 홀딩스,우리금융지주,한미글로벌
user108,0.25,0.25,0.75,0.25,1.0,0.75,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.5,0.0,0.5,0.0,0.0,한화투자증권,애경산업,삼성생명,현대엘리베이터,카카오페이,HL홀딩스,한화투자증권,애경산업,한일단조,현대엘리베이터,한국가스공사,삼양사
user109,1.0,0.25,0.25,0.5,0.5,0.0,1.0,1.0,0.75,0.75,0.5,0.5,0.5,0.0,0.0,0.25,0.5,1.0,NH투자증권,HD현대중공업,삼성증권,현대제철,JB금융지주,SKC,한전KPS,콜마홀딩스,KCC,애경케미칼,에스엘,OCI 홀딩스
user110,0.0,0.0,1.0,0.25,0.5,0.5,0.75,0.75,0.25,1.0,0.25,1.0,0.5,0.0,0.75,0.0,0.75,1.0,넷마블,HD현대중공업,한독,애경산업,삼양홀딩스,SK스퀘어,삼성전자,애경산업,OCI,현대엘리베이터,세아베스틸지주,SK디앤디
user111,0.0,0.25,0.75,1.0,0.5,0.0,0.25,1.0,0.75,0.0,0.25,0.25,0.0,1.0,0.75,0.0,0.75,1.0,하나금융지주,엘앤에프,대한항공,미스토홀딩스,삼성증권,두산퓨얼셀,KCC,SK바이오팜,현대모비스,SK디앤디,삼성화재,애경산업
user112,0.5,0.0,0.5,0.0,0.25,1.0,0.75,0.0,1.0,0.5,1.0,0.75,0.25,0.5,0.5,0.75,0.25,2.0,SK텔레콤,HD현대중공업,우리금융지주,한화손해보험,삼성증권,상상인증권,동국제강,현대오토에버,한국금융지주,한온시스템,한화생명,애경케미칼
user113,0.25,0.25,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.75,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.0,현대제철,애경산업,SKC,현대엘리베이터,현대로템,한화손해보험,현대제철,애경산업,SKC,현대엘리베이터,콜마홀딩스,하나투어
user114,0.5,1.0,0.5,0.25,0.0,0.25,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.25,0.5,2.0,애경산업,HD현대중공업,현대엘리베이터,한화손해보험,SK텔레콤,OCI 홀딩스,오뚜기,OCI 홀딩스,SK텔레콤,현대오토에버,두산밥캣,콜마홀딩스
user115,1.0,0.25,0.0,0.25,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.25,1.0,0.75,0.0,0.5,1.0,0.0,KB금융,애경산업,현대오토에버,현대엘리베이터,한화손해보험,SK디앤디,한국가스공사,애경산업,한온시스템,현대엘리베이터,한화손해보험,롯데렌탈
user116,0.5,0.5,0.5,0.75,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.25,0.5,1.0,0.0,1.0,1.0,2.0,NH투자증권,한화손해보험,삼성증권,LG에너지솔루션,JB금융지주,HD현대중공업,롯데이노베이트,한화손해보험,LG디스플레이,SK바이오팜,삼성화재,현대오토에버
user117,0.75,0.25,0.5,0.0,1.0,0.25,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,1.0,0.25,0.25,1.0,한섬,LX세미콘,하나금융지주,SK디앤디,우리금융지주,애경산업,세아베스틸지주,애경산업,삼성화재,현대엘리베이터,영원무역,SK디앤디
user118,1.0,0.5,0.5,0.25,0.75,0.75,0.0,0.5,1.0,0.25,0.25,1.0,0.0,0.25,0.5,0.75,0.0,0.0,현대로템,애경산업,한미약품,현대엘리베이터,현대오토에버,HD현대중공업,HD현대건설기계,애경산업,한미약품,현대엘리베이터,다올투자증권,한일시멘트
user119,0.5,0.0,0.75,0.75,0.5,0.25,0.0,1.0,0.75,0.25,0.5,0.75,0.75,0.5,0.25,0.75,0.75,2.0,삼성증권,HD현대중공업,SK텔레콤,OCI 홀딩스,우리금융지주,한일단조,세아베스틸지주,OCI 홀딩스,교보증권,두산퓨얼셀,KB금융,두산
user120,0.5,0.0,0.5,0.75,1.0,0.5,0.25,0.5,0.0,0.0,0.75,1.0,1.0,0.5,0.0,1.0,0.5,2.0,삼성증권,HD현대중공업,메리츠금융지주,OCI 홀딩스,하나투어,미래에셋증권,세아홀딩스,OCI 홀딩스,KB금융,미래에셋증권,삼성전기,DS단석
user121,0.25,1.0,0.75,0.75,0.25,1.0,0.5,0.5,0.75,0.75,0.0,0.25,0.25,1.0,0.75,0.25,0.75,1.0,NH투자증권,SK디앤디,S-OIL,애경산업,롯데웰푸드,미스토홀딩스,롯데이노베이트,애경산업,S-OIL,SK디앤디,삼성화재,현대엘리베이터
user122,0.75,0.25,0.5,1.0,0.5,0.0,0.75,0.5,0.5,0.75,1.0,0.25,0.5,0.0,0.75,0.5,0.25,0.0,미래에셋증권,애경산업,삼성생명,현대엘리베이터,현대오토에버,HD현대중공업,한화시스템,애경산업,한화투자증권,현대엘리베이터,한미글로벌,하이트진로
user123,0.75,0.5,0.5,0.5,0.25,0.0,1.0,0.0,0.25,0.75,0.0,0.75,0.75,0.75,0.25,0.0,1.0,1.0,NH투자증권,SK스퀘어,대한항공,신세계 I&C,세방전지,한화손해보험,삼성화재,신세계 I&C,동원산업,애경산업,LG디스플레이,현대엘리베이터
user124,0.25,1.0,0.0,0.0,0.75,1.0,1.0,0.75,0.25,1.0,0.75,0.0,0.0,1.0,0.25,0.75,0.0,2.0,NH투자증권,한진칼,BNK금융,엘앤에프,우리금융지주,미스토홀딩스,롯데이노베이트,애경케미칼,롯데웰푸드,한진칼,NH투자증권,상상인증권
user125,0.25,0.25,0.25,0.75,1.0,1.0,0.75,0.25,1.0,0.5,0.5,0.75,0.75,1.0,0.5,0.75,0.75,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,한화시스템,미스토홀딩스,두산에너빌리티,애경산업,한화투자증권,현대엘리베이터,포스코퓨처엠,하이트진로
user126,0.25,0.25,0.75,0.0,0.25,0.75,1.0,0.5,0.25,0.5,0.75,0.5,0.0,0.5,0.5,0.75,1.0,2.0,대한항공,HD현대중공업,BNK금융,한화손해보험,우리금융지주,SK스퀘어,LG디스플레이,현대오토에버,현대위아,애경케미칼,롯데이노베이트,한온시스템
user127,1.0,0.75,0.25,0.5,0.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.75,0.5,0.5,0.75,1.0,0.0,한전KPS,애경산업,KCC,현대엘리베이터,미래에셋증권,한화손해보험,한화,애경산업,롯데케미칼,현대엘리베이터,한화에어로스페이스,하나투어
user128,0.25,1.0,0.25,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.75,1.0,0.75,0.25,0.75,2.0,NH투자증권,미스토홀딩스,삼성증권,엘앤에프,삼성생명,HL홀딩스,롯데이노베이트,애경케미칼,포스코홀딩스,SK바이오팜,롯데웰푸드,콜마홀딩스
user129,0.0,0.5,0.75,0.5,0.75,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,1.0,아시아나항공,HD현대중공업,삼성증권,미스토홀딩스,NH투자증권,HL홀딩스,롯데이노베이트,애경산업,KCC,현대엘리베이터,한화생명,OCI 홀딩스
user130,0.25,0.75,1.0,0.25,1.0,0.5,0.0,0.25,0.0,0.0,0.25,0.5,0.75,0.0,1.0,0.25,0.0,0.0,일동제약,애경산업,LS ELCTRIC,현대엘리베이터,한화손해보험,HD현대중공업,일동제약,현대엘리베이터,한화손해보험,애경산업,SK바이오팜,미스토홀딩스
user131,0.75,0.75,0.75,0.0,0.0,0.25,0.5,1.0,0.25,0.0,1.0,0.0,0.0,0.5,0.5,0.75,1.0,2.0,BNK금융,한화손해보험,우리금융지주,HD현대중공업,삼성증권,엘앤에프,기업은행,애경케미칼,대한항공,SK바이오팜,롯데이노베이트,한화손해보험
user132,1.0,0.25,1.0,0.75,0.0,1.0,0.0,0.5,0.75,0.25,0.25,0.5,1.0,0.25,0.75,0.5,0.0,0.0,세방전지,애경산업,현대로템,현대엘리베이터,KCC,HD현대중공업,삼성중공업,현대엘리베이터,SKC,애경산업,일동제약,하나투어
user133,0.75,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.75,0.0,1.0,0.0,2.0,하이트진로,한화손해보험,현대엘리베이터,카카오페이,메리츠금융지주,미래에셋증권,오뚜기,한화손해보험,롯데이노베이트,카카오페이,메리츠금융지주,현대오토에버
user134,1.0,0.0,0.5,0.0,0.0,0.75,0.75,0.0,1.0,0.25,0.25,0.25,0.5,0.0,0.5,0.25,0.0,0.0,세방전지,애경산업,미래에셋증권,현대엘리베이터,한미글로벌,HD현대중공업,엘앤에프,애경산업,삼성중공업,현대엘리베이터,한일단조,하나투어
user135,0.25,0.75,0.75,0.25,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.5,0.25,0.25,0.25,0.75,0.75,0.0,미래에셋증권,애경산업,JB금융지주,현대엘리베이터,다올투자증권,HD현대중공업,한화시스템,애경산업,에코프로머티,현대엘리베이터,현대로템,하나투어
user136,1.0,0.0,0.5,0.25,1.0,0.25,0.0,0.5,1.0,1.0,0.0,0.25,0.0,0.25,0.5,0.25,0.0,2.0,삼성증권,HD현대중공업,아시아나항공,두산퓨얼셀,NH투자증권,엘앤에프,한섬,애경케미칼,현대홈쇼핑,OCI 홀딩스,영원무역,한화솔루션
user137,0.5,0.0,0.25,0.0,0.0,0.5,1.0,0.75,0.0,0.0,0.25,0.75,0.75,1.0,0.25,0.0,0.0,1.0,하이트진로,상상인증권,한일시멘트,한화손해보험,코오롱ENP,신세계 I&C,동원산업,한미글로벌,삼성화재,다올투자증권,DL이앤씨,한온시스템
user138,0.0,0.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.25,0.5,0.75,0.5,0.25,0.0,LS ELCTRIC,애경산업,한미글로벌,현대엘리베이터,한화생명,SK디앤디,신세계 I&C,애경산업,두산에너빌리티,현대엘리베이터,포스코퓨처엠,SK디앤디
user139,0.25,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0.25,0.25,0.5,0.25,0.75,0.25,0.75,0.75,1.0,1.0,KB금융,HD현대중공업,대한항공,애경산업,NH투자증권,미스토홀딩스,롯데이노베이트,애경산업,코오롱인더,현대엘리베이터,현대위아,애경케미칼
user140,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.75,1.0,1.0,0.0,1.0,0.75,0.0,동원산업,애경산업,코오롱인더,현대엘리베이터,한진칼,한화손해보험,HD현대중공업,애경산업,엘앤에프,현대엘리베이터,HD현대건설기계,아시아나항공
user141,0.0,0.5,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.75,0.25,0.5,0.75,1.0,2.0,NH투자증권,HD현대중공업,삼성증권,한화손해보험,BNK금융,LG에너지솔루션,현대위아,한화손해보험,롯데이노베이트,애경케미칼,OCI,현대오토에버
user142,0.25,0.25,0.75,0.0,0.5,0.75,0.5,0.25,1.0,0.25,0.75,0.5,0.0,0.5,0.0,1.0,0.75,0.0,신세계 I&C,애경산업,다올투자증권,현대엘리베이터,롯데이노베이트,HD현대중공업,신세계 I&C,애경산업,HDC현대산업개발,현대엘리베이터,한화에어로스페이스,하이트진로
user143,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.75,0.0,1.0,0.25,0.5,0.0,0.25,0.75,0.25,0.0,1.0,우리금융지주,HD현대중공업,NH투자증권,한세실업,롯데웰푸드,LX세미콘,삼성전자,애경산업,OCI,현대엘리베이터,S-OIL,엘앤에프
user144,0.5,0.0,0.25,0.5,0.5,0.75,0.75,1.0,0.0,0.25,0.0,0.0,0.25,0.5,1.0,0.75,0.75,0.0,한전KPS,애경산업,지역난방공사,현대엘리베이터,현대오토에버,미스토홀딩스,지역난방공사,애경산업,롯데케미칼,현대엘리베이터,LG이노텍,SK디앤디
user145,0.75,0.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.25,0.25,0.5,0.5,0.5,2.0,NH투자증권,HD현대중공업,삼성증권,한화손해보험,SK텔레콤,엘앤에프,한화생명,SK바이오팜,OCI,한화손해보험,KT,SK스퀘어
user146,0.0,0.25,0.75,0.0,0.25,1.0,0.0,0.5,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.75,1.0,2.0,현대엘리베이터,HD현대중공업,대한항공,한화손해보험,삼성증권,한일단조,대한항공,현대오토에버,HL홀딩스,HD현대중공업,동아쏘시오그룹,한화손해보험
user147,0.0,0.25,0.25,0.25,0.25,0.0,0.5,0.25,0.25,0.25,1.0,0.75,0.5,0.25,1.0,1.0,0.0,2.0,우리금융지주,HD현대중공업,메리츠금융지주,한화손해보험,SK텔레콤,상상인증권,동국제강,현대오토에버,한샘,한온시스템,우리금융지주,한미글로벌
user148,1.0,0.75,0.0,0.75,0.0,0.0,0.0,0.5,0.75,0.5,0.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,우리금융지주,SK바이오팜,SK텔레콤,두산퓨얼셀,삼성화재,엘앤에프,삼성화재,SK바이오팜,이마트,OCI 홀딩스,KB금융,신세계 I&C
user149,0.75,0.5,0.0,1.0,0.5,0.0,0.25,0.5,0.0,0.25,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,현대오토에버,애경산업,한온시스템,현대엘리베이터,이마트,HD현대중공업,HD현대일렉트릭,애경산업,한온시스템,현대엘리베이터,삼성SDI,한일시멘트
user150,0.0,1.0,1.0,0.25,0.5,0.5,0.5,0.25,1.0,1.0,0.25,1.0,0.25,0.75,0.5,0.5,0.0,0.0,현대로템,애경산업,롯데웰푸드,현대엘리베이터,KCC,기업은행,삼성중공업,애경산업,현대제철,현대엘리베이터,포스코DX,하나투어
user151,0.75,0.25,0.25,0.0,1.0,0.0,0.75,1.0,0.0,0.5,0.5,0.25,0.75,0.5,0.5,0.5,1.0,2.0,BNK금융,애경케미칼,삼성증권,HD현대중공업,아시아나항공,엘앤에프,KB금융,애경케미칼,한전KPS,OCI 홀딩스,기업은행,SK바이오팜
user152,0.75,0.25,1.0,1.0,1.0,0.75,0.25,0.75,0.25,0.25,0.5,1.0,0.5,0.25,0.5,0.25,0.75,0.0,현대오토에버,애경산업,넷마블,현대엘리베이터,대웅제약,HD현대중공업,상상인증권,애경산업,지역난방공사,현대엘리베이터,롯데케미칼,하이트진로
user153,0.25,0.5,0.25,0.25,1.0,0.25,0.0,0.25,0.5,0.0,0.25,0.0,0.5,0.75,1.0,0.25,1.0,1.0,하나금융지주,미스토홀딩스,KB금융,두산퓨얼셀,아시아나항공,엘앤에프,한국콜마,두산퓨얼셀,KB금융,SK바이오팜,코오롱인더,애경케미칼
user154,0.25,0.75,0.5,0.75,0.75,0.5,0.25,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.75,1.0,0.0,1.0,삼성증권,HD현대중공업,JB금융지주,미스토홀딩스,NH투자증권,두산퓨얼셀,포스코홀딩스,애경산업,롯데이노베이트,현대엘리베이터,한화시스템,KC그린홀딩스
user155,0.75,1.0,1.0,0.25,0.0,1.0,1.0,0.5,1.0,0.0,0.75,0.0,1.0,0.75,1.0,0.5,0.0,2.0,우리금융지주,HL홀딩스,SK텔레콤,한화손해보험,BNK금융,미스토홀딩스,한화생명,현대오토에버,BGF리테일,한온시스템,롯데웰푸드,삼성SDI
user156,0.0,0.25,0.75,0.0,1.0,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.75,1.0,0.25,1.0,1.0,1.0,대한항공,애경산업,KB금융,SK디앤디,하나금융지주,미스토홀딩스,한세실업,애경산업,코오롱인더,현대엘리베이터,현대글로비스,애경케미칼
user157,1.0,0.25,1.0,0.5,0.0,0.25,0.75,0.0,0.5,0.75,0.0,0.5,0.25,0.5,0.25,1.0,0.0,1.0,세방전지,한화손해보험,NH투자증권,HD현대중공업,한화생명,애경산업,삼성화재,애경산업,에스엘,현대엘리베이터,OCI,카카오페이
user158,1.0,0.75,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.25,0.0,0.0,0.25,1.0,0.5,0.5,2.0,삼성증권,HD현대중공업,NH투자증권,한화손해보험,우리금융지주,두산퓨얼셀,현대위아,카카오페이,롯데이노베이트,두산퓨얼셀,BGF리테일,한화손해보험
user159,0.25,0.5,0.75,1.0,0.75,0.75,1.0,0.5,1.0,0.25,0.0,0.5,0.0,0.0,1.0,0.75,0.25,2.0,아시아나항공,HD현대중공업,NH투자증권,SK스퀘어,삼성증권,삼성중공업,HL만도,HD현대중공업,현대모비스,카카오페이,영원무역,카카오
user160,1.0,0.0,0.25,0.75,0.25,0.75,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.75,0.5,0.0,1.0,세방전지,HD현대중공업,NH투자증권,HL홀딩스,우리금융지주,애경산업,세방전지,애경산업,삼성화재,현대엘리베이터,OCI,신세계 I&C
user161,0.75,0.75,0.0,0.25,0.75,0.75,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.0,0.5,2.0,삼성증권,HD현대중공업,애경산업,SK스퀘어,현대엘리베이터,두산,KB금융,OCI 홀딩스,우리금융지주,두산,삼성바이오로직스,애경케미칼
user162,0.0,0.5,0.25,0.0,0.0,0.5,1.0,0.0,0.5,0.25,1.0,0.5,1.0,0.25,0.0,0.5,0.75,1.0,SK텔레콤,HD현대중공업,SK네트웍스,한화손해보험,삼성생명,SK스퀘어,삼성생명,현대오토에버,SK네트웍스,콜마홀딩스,코오롱인더,한온시스템
user163,1.0,1.0,1.0,0.75,0.25,0.5,0.0,0.5,0.25,0.0,0.25,0.5,0.25,1.0,0.5,1.0,0.75,1.0,하나금융지주,애경산업,우리금융지주,한화손해보험,S-OIL,미스토홀딩스,삼성화재,애경산업,롯데이노베이트,현대엘리베이터,S-OIL,SK디앤디
user164,0.0,0.25,0.75,0.5,0.25,0.5,1.0,0.25,0.0,0.25,1.0,0.75,1.0,1.0,0.0,0.25,0.0,0.0,KCC,현대엘리베이터,한화,애경산업,유한양행,HL홀딩스,한일단조,현대엘리베이터,한화투자증권,애경산업,두산에너빌리티,하이트진로
user165,0.0,1.0,1.0,0.0,0.75,0.5,0.0,1.0,1.0,0.5,0.75,0.25,0.75,0.5,1.0,0.0,0.0,2.0,삼성증권,한세실업,하나금융지주,LX세미콘,우리금융지주,엘앤에프,롯데웰푸드,애경케미칼,한국금융지주,두산퓨얼셀,하나금융지주,현대오토에버
